user_id,tweet_id,tweet,created
60083062,3121670964,"New post: This Free Keyword Analysis Tool will help you drive more traffic to your blog (http://cli.gs/LzXGa)",2009-08-04
96574226,14912355293,"Vögel/GB-Alderney/Steinwälzer/Brachvogel/13-17 ** MNH bei eBay.de ...: Finden Sie Vögel/GB-Alderney/Steinwälzer/Br... http://bit.ly/bsZmLA",2010-05-28
148149658,19368332909,"I hate justin bieber!! Soo annoying",2010-07-23
135454765,17611232429,"gadgettastic: Skyhook hones in on another partner, Samsung's Wave to geo-locate like no other http://ow.ly/17YRCE",2010-07-02
60043344,6007004711,"Mail RadNet, Inc. to be Featured in GE Capital&#39;s Advertising Campaign: For more information, visit.. http://tinyurl.com/yb9b4ss Mail",2009-11-24
31583113,10594325649,"I uploaded a YouTube video -- boot camps, norwest, boot camp, baulkham hills, focus boot camp, hills d... http://youtu.be/VpcQau3-I4s?a",2010-03-16
63008939,5585580696,"New help article: Run Reports ( http://bit.ly/IBogj )",2009-11-10
14470037,7635682365,"10 Keys to Growth as a Designer | via @designmagtweets | http://bit.ly/7qWTc1 #design",2010-01-11
79266148,4616572461,"@SwineFluHeds Unfortunately there is no stopping H1N1.  However, the good news is that it is not nearly as bad as regular flu",2009-10-04
119095144,10570773018,"listening to Stroker Ace by Lovage on @Grooveshark: http://tinysong.com/7Jbg #nowplaying",2010-03-16
22040356,7085038863,"RT @LuvAMcK: RT @kellidiane23: RT @DONDADA001: I miss @rheabea :( me too. {Me 3!! <----MISS YOU GUYS TOO :(",2009-12-27
38830910,8118031586,"http://bit.ly/6GT0Kv dutch office Last Anne Frank helper dies at 100 ;O",2010-01-23
56700661,8142238333,"Virgin America Announces New Year's Fare Sale Worth Celebrating ...: Virgin America Announces New Year's Fare Sale... http://bit.ly/6g6Nvh",2010-01-24
40219849,15700214847,"goodevening everyone ^^ hhmmm my mood today: giggling *_* LOL",2010-06-08
15102377,3551342929,"TOCWOC Civil War Fort Sanders Sorority: Well, sort of. Some of the Confederate trenches near For.. http://bit.ly/14BjEd",2009-08-26
9045162,6746032000,"Visualize ur fitness trng progress through the use of maps, workout logs, fitness tools, & user-led community groups: http://bit.ly/tgTer",2009-12-16
134902986,12879007403,"411 GAMES FACT OR FICTION 04.20.10: MARCH NPD NUMBERS, INFINITY WARD, NAUGHTY  http://bit.ly/9Mp5rH salmela ;O",2010-04-26
99196247,7034078867,"AMAZING New Cash Leveraging System! Receive CASH To Your Door! No Selling! No Phone Calls! http://bit.ly/8DNRJO",2009-12-25
102259835,8845811263,"Become a member of MyPhoneExpress and you'll be able to download all your favorite media http://bit.ly/cbyWNb",2010-02-09
157415812,17290479264,"#Trendy #Custom Cursor #Using the #Action Script 3 http://bit.ly/daVFnc",2010-06-28
60903203,9316999927,"@Mortgagepeople  http://GCTProperties.4realtorsales.com/ Check out this and pass it on to the aggressive realtors. Thanks Joel",2010-02-18
23268256,19598132821,"Geographically Undesireable Is No Longer The Case With Travel Dating http://sugardaddie.com/travel.htm",2010-07-26
80803270,6725577348,"New post: Juicy Jabber: My Christmas Wish List (http://bit.ly/53ShJs) http://bit.ly/53ShJs",2009-12-16
137881715,15865274917,"Hay que inciar Una Mobilización Nacional a Favor de Frankin Brito y en Contra de su Retención Ilegal y Forzada!!! Todos a apoyar a Brito!!",2010-06-10
91090390,11709635756,"Phaneuf unfazed after poll crowns him most overrated: Toronto Maple Leafs defenceman Dion Phaneuf, warding off Chr... http://bit.ly/c0MAyr",2010-04-06
103693251,16445747569,"Kush anyone...?",2010-06-17
77843760,8045261605,"""205,000 FREE visitors in 12 months from 2 minutes of work?..."" http://bit.ly/49bTn0",2010-01-21
88072027,7605645780,"Comment on Millions Pray for Global Warming as Cold Spell Grips the Planet by tls: how the polar ice had recede.. http://bit.ly/4PStj3",2010-01-10
151769447,15439166889,"Got some junk at home?  Why not sell it and make some cash? Post for free at TagNest - http://bit.ly/tagnest (20:58)",2010-06-04
19386522,19097712389,"Registration for SIMA's boot camp now open http://bit.ly/9cAefx",2010-07-21
140521011,16943404003,"Anyone have big plans for this weekend?",2010-06-24
66547266,13001803453,"Treanor, Wilson lead Rangers past White Sox http://bit.ly/9eF7LF",2010-04-28
71826708,13815755881,"just voted ""Miley Cyrus"" on ""who's the most beautiful girl of Disney Channel?"" vote too ➔ http://bit.ly/bPfMaE",2010-05-11
95232792,7530738676,";) Unlimited Web Hosting  Various Benefits and Important Facts email hosting http://bit.ly/5O0Zj6",2010-01-08
23224133,8379245418,"CD Interest Rates Today – Making Money on Your Investments http://bit.ly/cM5ujg",2010-01-29
100984462,12082680258,":) http://bit.ly/c8fQQL Nick Cannon Feeds M... Mariah Carey",2010-04-12
16807407,11697980545,"The worlds highest building opens in Dubai http://cli.gs/ynEPE",2010-04-06
115006317,15949294333,"Due to high leveraging (even 400:1)  you don't have to have lot of money  http://goo.gl/onuK",2010-06-11
51770633,15222355917,"@dos4gw Awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwyeah. It's like you just fucked my earlobe with sound. Bad sound.",2010-06-01
30705208,8762559221,"@ayoj3annette Show others alternatives to weightloss surgery $$$$$$ Contact details - http://lookingbetterthangood.com",2010-02-07
44958957,7560060886,"Soil Manga by Bambi and her Pink Gun's Kaneko Gets TV Drama http://is.gd/5XIPD",2010-01-09
97067127,7259751502,"The Latest News About Camcorders  From Flipultrahdfree http://tinyurl.com/yfqpv26",2009-12-31
102294329,10012003833,"Find out how to lose 9 lbs. Every 11 days   http://bit.ly/5hVGe1",2010-03-05
37433841,8119600309,"RT @Findandconvert b2b content marketing for smb businesses http://bit.ly/7ojwxf",2010-01-23
27132956,17832727695,"Android Reviewer » Droid Incredibles Are Starting to Receive The New Update http://ht.ly/27kMh #Droid Incredible #Update #Verizon #Android",2010-07-05
14501811,3363203562,"@jasonsdeli in Altamonte Springs, FL has the BEST Tomato soup.",2009-08-17
18688801,7179532632,"A Twitter feed for your energy bill? - Fortune Brainstorm Tech http://bit.ly/4wM03D",2009-12-29
63671656,9873660767,"der #Steuerberater als #Coach - Verlauf und Ziel eines Coachingprozesses -  http://cli.gs/7BZ10",2010-03-02
115690698,9992296378,"Dow erases its loss for 2010 ahead of jobs report (AP): Optimism about the government's February jobs report sent ... http://bit.ly/cCmuQk",2010-03-04
94963076,13581570414,"RT @FreewayRicky alright i need my followers to go hard for me. i'm 50 followers away from todays goal of 3,000 (cont) http://tl.gd/16nuv8",2010-05-07
76695330,7858347905,"RT @tweetmeme ff Design a Stunning Sneaker Advert http://tinyurl.com/ctz2vg",2010-01-17
18250299,9228088577,"Geovision GV800 cards at great prices http://spyman.us/tp/196",2010-02-17
126484862,15118811092,"the best - vacuum (hand held): eureka 71b http://bit.ly/dosNEm",2010-05-31
77841379,12383592017,"@wyclef PLAY THIS FOR ALL THE #warriors http://itunes.apple.com/us/album/lovers-prayer/id360379618",2010-04-18
113234271,10662615720,"musicians :P  Latest Music, Musicians, Concerts, Concert Venues, Upcoming Concerts, Recent Concerts, Rap Music, Emo Music Auctions",2010-03-18
35570527,4891896768,"Consciousness is everything.There is nothing outside it. It defines our being & our Earth. Expand it & find a greater U and a grander Earth.",2009-10-15
94932368,8109980228,"I’m curious to know how much money you can make every month on complete autopilot?? http://bit.ly/5RExCt",2010-01-23
136351333,14830095087,"Russian Lesson 2 – Part I – Babel Yak: Learn Russian with the new system of Babel Yak. I'm reading, listening and ... http://bit.ly/cYOM9I",2010-05-27
146236608,16563165267,"vested interest   Lcd 3D Enabled Tv Systems Will Be In A Store Near You Sometime Later This Spring",2010-06-19
97311856,11769148850,"Ga ff mijn zoon weg brengen.... laterzzzzz",2010-04-07
133543011,13436999497,"Here Are Quick and Easy Lessons in How to Do MBA-Level Regression With Lots of Solved Problems: http://bit.ly/aXMQdx",2010-05-05
55306468,14305078926,"How many of you are a fan of PWP on FaceBook? Well just head on over to www.facebook.com/planewithoutapilot and become our fan!",2010-05-19
21993556,17935016307,"PropertyTalk.com monthly newsletter. Read here: http://bit.ly/9gn249",2010-07-07
99900649,7295645373,"What's on: Tues' picks http://digg.com/u1J9I9",2010-01-02
67559830,9649504716,"40000 chavs killed every year from cheap tesco alchol...every little helps!",2010-02-25
22999871,9001496007,"Dogs on Twitter? | Critter Minute - Natural Dog Products & Fun ... http://bit.ly/cKiOg7",2010-02-12
132127525,15804733879,"<3 Avatar!: AVATAR 3D Effects: How AVATAR Has Changed the Way People View 3D Movies http://bit.ly/aKBRdJ",2010-06-09
21105896,6667717077,"@clueless_mama thanks for the great review!",2009-12-14
11015372,11820065061,"On Twitter, less than 1% of tweets/day are spam. Seems it's all from my account. Watch out for the girls who follow 1000 & have one tweet.",2010-04-08
55387864,9477944628,"Look how this will help: http://bit.ly/LbzdW Turn any site, yours or not, into an INSTANT CAPTURE PAGE!.",2010-02-22
33724798,16667920536,"For Interior Designers, DIY Philosophy Extends to Web Magazine: New York Times “Typically, we have found that onl... http://nyti.ms/97cJQR",2010-06-20
136390229,13079673183,"http://bit.ly/cndGK6 #nowplaying Budgie - Make me happy",2010-04-29
31338746,19851637042,"@half_way_angel they don't but there dumb as a bag full of dog poop",2010-07-29
47472312,8802456578,"i don't know how this guy found out about this but it plain works! get on the 1st page of google in minutes http://bit.ly/top-listings",2010-02-08
72290368,15718900204,"Can You Really Trust Your Affiliate Network? http://tinyurl.com/2484egk",2010-06-08
119545841,18280742250,"I subscribed to branko1408's channel on YouTube. http://www.youtube.com/user/branko1408?feature=autoshare",2010-07-11
21082901,8695518571,"Brass and Faceted Glass Cabochon Earrings - 'Caged Aqua': http://bit.ly/2OSZYY",2010-02-05
131420025,16514962782,"shopping ! bye2 all !~",2010-06-18
90514736,16171737435,"BULLDOZER POWER, Imagine a big bulldozer shoving load after load of $$$ at you... like filling a landfill! http://bit.ly/ttJBP",2010-06-14
140537534,14860930464,"My favorite online networking home http://ihid.us?i=abw2",2010-05-27
28254837,14784925330,"Tensions in Euro Money Market Reappear: By NINA KOEPPEN FRANKFURT—Tensions in the euro money markets are flaring u... http://bit.ly/9UktlE",2010-05-26
146764378,14553301930,"Sir,pl let me knw d secret behind kiping ur humbleness evn aftr bcoming super succesful man on d earth.pl reply@SrBachchan",2010-05-23
20747443,7195783170,"Finding Balance With Exercise http://ff.im/-dxFRb",2009-12-30
123019278,11290334719,http://gpsfortrucks.us/replacing-your-old-apple-ipod-battery,2010-03-29
34546237,4808604908,"Type in your FREE domain name to see if it's available then register for a FREE acount http://4gk.com/free.lifetime.domain/",2009-10-12
129559772,12536609614,"#breakingnews #nowplaying a.keys.sleepin wif a broken hrt",2010-04-20
75910428,7085252103,"Feel Better, and Raise Your Self-Esteem by Curing Your Cold Sores: http://short.to/r1s9",2009-12-27
33245432,8581828866,"The Difference Between Advertising And Marketing - http://www.mymoneyblog.info/the-difference-between-advertising-and-marketing/",2010-02-03
68685552,8761152888,"How To Save Money On Tickets Craigslist New Ticket Broker | Cheap ... http://bit.ly/9InV17",2010-02-07
86933725,8127261024,"#kellanlutz Kellan Lutz is Mandy Moore's New Husband — EXCLUSIVE! - Just Jared (blog): Just Jared (blog)   Kellan ... http://bit.ly/54UGoI",2010-01-23
90447341,6974172225,"Achieve Twitter Whale Status In No Time.  http://bit.ly/o1EzQ",2009-12-23
78864948,15336392817,"Harrison still the only Restricted Free Agent in Camp.:                          The team extended their offers to... http://bit.ly/dcenL3",2010-06-03
39332055,8713402484,"@sansbury I am always living in the future",2010-02-06
31895345,9408001020,"#fun #retreat Fly Fishing Expo http://bit.ly/bnJxU2",2010-02-20
112794106,10540882606,"take your kids out for a bike ride...this electric bicycle may just give you the extra help you're looking for http://bit.ly/9McjnU",2010-03-15
100901429,7849280780,"Check out 'KitchenAid Artisan 5-Quart Stand Mixers' by KitchenAid http://bit.ly/8mFv2j ,Free Shipping!",2010-01-16
98573033,7901077646,"The chief business of the American people is business. Calvin Coolidge",2010-01-18
144700900,14621311505,"Late Actress Brittany Murphy's Husband Found Dead http://bit.ly/90F7jC",2010-05-24
142988506,15830264233,"Jucy grows Australian fleet to 550 http://tsort.us/ethbsc",2010-06-10
57536455,7516940224,"Is the “Internet Marketing Guru” Business Dead in 2010? » White ... http://bit.ly/6w2NGw",2010-01-08
97311856,11818369330,"Gevraagd: Bedrijven die  tegen geringe kosten  een banner willen plaatsen op  http://bit.ly/9eMOVi , Website gaat komende week online.",2010-04-08
74923682,17041534747,"Community Awareness = Customer Service for real? http://bit.ly/6X4Jbp",2010-06-25
107769382,9064127023,"Living Vegan: Vegvibe - one of Singapore's free online magazine on ...: Vegvibe - one of Singapore's free online m... http://bit.ly/9Up6ry",2010-02-13
137336087,16683526246,"@historyetcbot Thanks for all the RT's! There are so many, you must really love you quotes! Dom :)",2010-06-21
98102971,6876834343,"Show Me Love - Michael Mind - Clubland 15",2009-12-20
111298949,9248192950,"School district using online videos to educate about budget: For those who want a better understanding of the annu... http://bit.ly/buHlU8",2010-02-17
28573240,17537426068,"@STL_to_ATL hahaha i can't...""THIS IS THE SONG THAT NEVA ENDS..."" take it away...",2010-07-01
92789683,7329651091,"My first site took 3 hours to setup and made me over $700 in my first month   http://bit.ly/8IedgZ",2010-01-03
70913598,7306873345,"Dog Gift Affiliate Programs | Newport Online: Propaganda promoting World Domination dale and thomas popcorn g... http://tinyurl.com/ygktxl3",2010-01-02
96571361,7478436219,"Good find 'What Are Hot Yoga Classes?' http://tinyurl.com/ycyetxy",2010-01-07
100570136,8589542723,"£16bn worth of benefits unclaimed every year ( http://bit.ly/cVT5bY )",2010-02-03
128244071,11508476003,"It works ok with powder foundation http://tinyurl.com/yalac98",2010-04-02
69204141,7362335835,"“Intellectual growth should commence at birth and cease only at death”- Albert Einstein",2010-01-04
61728016,4327909523,"Jobless Mom makes $8,673/Month Part-Time Online! Read this special report to see how. http://tinyurl.com/kta8n5",2009-09-23
35890268,13871987063,"In light of 2days success Its time 2 get some papers then #nowplaying THC Dreamin http://limelinx.com/files/16f5b9201809f9661a46c818ea941db6",2010-05-12
127080285,11986692645,"Are you having Monday BLUE ???  Solve it here http://is.gd/boaXb",2010-04-11
121064010,10193173337,"Blogged The Secret: http://tinyurl.com/ybk3dro",2010-03-08
36415730,9270901748,"PLZ COMMENTTOO MY PIC.",2010-02-17
123906357,12877101457,"Eye Color Trio ~ Great Colors, No Applicator.... http://tinyurl.com/2vu9ecu",2010-04-26
98747822,7058719076,"Do you need highly targeted internet marketing traffic? http://www.traffic-splash.com/ranker.html",2009-12-26
105580263,8689145625,"Is there anyway of watching the Grammys 51 online, and for free without downloading crap? http://bit.ly/aVvIfz grammys :P",2010-02-05
101424888,7729199134,"Study Shows Extent of Affiliate Losses http://digg.com/u1K42u",2010-01-13
85662663,12194367501,"http://clixstar.info AuctionSitez.info Search Online Auctions and Wanted Ads",2010-04-14
29514852,9269413118,"Don San Juan - Breaks Ups 2 Make Ups Volume 2 just added to www.Myfreemixcd.com The 1st Mobile Mixtape Site In The World.",2010-02-17
171306650,19721394246,"How to Remove RekloPay Virus: Do you know what RekloPay Virus is? If your computer is infected by RekloPay Virus, ... http://bit.ly/bWvQva",2010-07-28
76419904,13081065400,"We'll Give You 5 Fully Automatic Money-Makers Within Just 6 Minutes! http://eca.sh/VBDf",2010-04-29
16048575,7440078599,"#SSRN Wage inequality has been significantly higher in the United States than in European countries since the 1970s. http://bit.ly/8aWnar",2010-01-06
93270878,6744110384,"Nigerian Facebook Scam - http://tinyurl.com/yaytdfd",2009-12-16
131102850,16218953185,"http://superjunior.diromo.com/ ช่วยกันโหวตบ้าน Sarangkyumin ด้วยนะคะ",2010-06-15
146615821,17449575585,"My baby & his litter mates http://twitpic.com/21ciof",2010-06-30
73867423,6419499073,"Good video of modular home process: RT @AnnuityPayments Modular Homes: The Future Of Residential Construction http://bit.ly/4w7EBB",2009-12-06
35890268,14172454185,"@Jhooood lmao",2010-05-17
152500427,18049956723,"The Trane Equipment and Parts Store  http://bit.ly/cnFV9I",2010-07-08
85862301,7825004015,"look at these asesome twitter marketing vides.I watch the videos and now  i am making money with my twitter account http://bit.ly/3NatDu",2010-01-16
100634460,8956613367,"Learn What Doctors Don't Want You To KNow About Diabetes. http://bit.ly/8dW2d6",2010-02-11
76264549,10958221779,"|What do you get if you cross a worm and an elephant?Very big worm holes in your garden!",2010-03-23
29824845,7778432928,"Boston beats San Jose in the shootout",2010-01-15
17487658,6369080366,"@savedforlater dude, what username?",2009-12-05
82852606,9481683078,"A Fully Detailed, Step-by-step Video Series Reveals The Nuts And Bolts Of E-book Creation. http://dlvr.it/2QMs",2010-02-22
118518121,13612775943,"Webber Leads Red Bull 1-2 in Spanish GP Qualifying http://bit.ly/ba9mjx",2010-05-08
31564255,4859260125,"This changed my life : When I stand before God at the end of my life, I would hope that I w.. http://bit.ly/1x3wkP",2009-10-14
26282705,17538418849,"Wow! I have just come across a tool that enables me to manage all my Twitter accounts in one place! Find out more here http://bit.ly/dlDOdG",2010-07-01
141010602,13750144685,"Melissa Huckaby Pleads Guilty to Murder http://bit.ly/dxy4bh",2010-05-10
18742643,8991070443,"And in today already walks tomorrow.  ~Samuel Taylor Coleridge",2010-02-11
109524406,8734222053,"World Of Warcraft Gold Secrets...Highest 75% Payout!:  http://bit.ly/bP9boV",2010-02-06
46519986,5537686713,"The way to gain a good reputation, is to endeavor to be what you desire to appear. - Socrates",2009-11-08
54829351,2830178468,"@autismsaas Thanks for the update on Growing Possibilities. Sounds great!",2009-07-24
20765773,6743230492,"I use ReverbNation widgets and you should too! http://www.reverbnation.com/widgets?referrer=A332065",2009-12-16
117359927,14667858643,"Destiny (Kindle Edition) newly tagged ""books"":               Destiny (Kindle Edition)By Victoria Gray        Buy ... http://amzn.to/cKpONy",2010-05-24
130135824,15853122196,"http://bit.ly/c17wSq patrick kane SAN JOSE, Calif.  The best line in hockey is unstoppable right now. :O",2010-06-10
46707502,5908021290,"ConLetters: #FF @greenforyou @greensisters @flowerbox @workcabin @etheostomatt @jeremiahosgo @tweetingdonal @nature... http://ow.ly/163hOS",2009-11-20
24364687,9592397713,"Yet Another Prison Mistress Beatdown For Yung Berg..This Time The Poor Lil’ Dude Gets Pistol-Whipped!!! Poor Yung... http://ff.im/-gv3Xe",2010-02-24
70901195,15444979154,"Indonesia is saturday morning now! and at 6.30pm i must been SMK3 for stis test. i already study, only me and God can pass the test",2010-06-04
15211524,2458888695,"Housing Market News: Local housing market shows signs of stability http://bit.ly/14OxCT",2009-07-03
159867182,18496613309,"funny video - fishing funny video fishing bloopers http://bit.ly/c3n64d - :-)",2010-07-14
103911099,7649247553,"failedpickuplines, http://bit.ly/7upjWh Glee, ihungupbecause, MM, musicmonday, sarah Palin, Shorty Award, sosexy, Avatar, BestAdvic",2010-01-11
96096293,7222082800,"http://tringuladating.com/profile.php?username=Sexymodella siteenables you to talk to different people with similar interests like you...",2009-12-30
22527244,6778052239,"http://h... http://drunkchicsstumble.com/2009/12/17/httphailmaryjane-comwp-contentuploads200912tumblr_kum7v7ype11qzekdio1_500-jpg-5/",2009-12-17
40889148,6489457751,"Gold price to average $990 per ounce: HSBC | Opalesque Commodities ...: From Commodityonline.com: HSBC today announ... http://bit.ly/6oyQL8",2009-12-09
140017927,13808377918,"Soooo cute http://alturl.com/gjus",2010-05-11
42920213,14369987510,"BUCK FOSTON TSHIRTS from Zazzle.com: http://bit.ly/c6758O via @addthis",2010-05-20
80381483,8268927370,"You can add 1000$ per week to your budget by investing 2h http://ow.ly/Rdrn",2010-01-27
101075482,13260834003,"Yes the tat's are real..",2010-05-02
15826025,18366239995,"Why Create An Online Income http://bit.ly/1W4Vre Article",2010-07-12
18317890,5022560998,"Blog post from our CEO, @adamblum, 'building smartphone apps - the alternatives' http://bit.ly/80K7b",2009-10-20
118645426,9965272653,"Tapping of maples a sign of spring - http://tinyurl.com/yzujczr",2010-03-04
135994404,17430288782,"Young Living Holistic Health Business http://tinyurl.com/23edwgs",2010-06-30
30109427,7866592837,"Free copywriter’s list of power words… http://www.freelance-copy-writing.com/Copywriter-s-Word-List.html",2010-01-17
113763510,16921918416,"TeleCommunication Systems Appoints Chris Nabinger to Senior Vice President of Service Bureau Operations http://bit.ly/b72suB",2010-06-24
98616676,13246844248,"@SuperRika no",2010-05-02
118519545,11613796139,"Water Bills Go up in Down Economy as Usage Drops http://bit.ly/cZOfIf",2010-04-04
95238670,8293236782,"Free, Free, Free! These Simple Videos Will Show You How To Make Lots Of Money With Your Twitter Account http://bit.ly/92SlgA",2010-01-27
99519686,8752324566,"Dress Me Now.:  http://bit.ly/9ETuYu",2010-02-06
60972560,9675559457,"The show,which was picked up to air a 1st season consisting of 22 episodes, was picked up by Fox for a 2nd season, consisting of 13 episodes",2010-02-26
99010555,7351329905,"Firms Selling Apps for Simple Phones: By JENNA WORTHAM Given the craze around the iPhone, Motorola Droid, Palm .. http://bit.ly/4HJ7EZ",2010-01-03
118518530,14073834191,"Nadal and Federer meet in Madrid final http://bit.ly/bvQPLc",2010-05-15
45982087,2148643319,"3 mobile broadband coverage checker: With the increasing demand of the mobile broadband in UK, it is producing a.. http://bit.ly/18QzV9",2009-06-12
86779745,9445791621,"giving free helps get paid",2010-02-21
16622213,10010206038,"New blog post: 39 Free/Low-Cost Tools for Marketing Your Small Business Online",2010-03-04
39060163,8702418116,"i see u vampire (@kekeinaction live at http://ustre.am/7fVI)",2010-02-05
38526437,3436094158,"@druidlove Thanks for the RT. Have a great day!",2009-08-20
49075043,9888880110,"I'm making money w/my twitter account I can't believe how easy it is. See for yourself  http://bit.ly/2wdG9Q",2010-03-02
90524511,7597990766,"3 Stop Smoking Remedies That Really Work - http://spreadthaword.com/About/Stop-Smoking/ @SearchbyBurke @relationsblog",2010-01-10
84659954,7932180706,"Learn everything you need to know to make your own homemade hydroponic system http://bit.ly/2ZBRGb",2010-01-18
19824444,7824755778,"You can tell the size of a man by the size of the thing that makes him mad. - Adali Stevenson",2010-01-16
27257191,13713240114,"Nooooooooo :-( RT @JuneArcher: RIP Lena Horne...we love you and you will be missed. Smile down us every now and then, please.",2010-05-10
97344139,6765216428,"Internet auctions create a significant increase in auctions as auctioneers can solicit bids via the internet on wider range of commodities",2009-12-17
105613946,8195846400,"Grass Carp: Triploid grass carp for aquatic plant control http://grasscarp.com/triploid-grass-carp-for-aquatic-plant-control",2010-01-25
20965869,15600578921,"Did he just say myyyyy ninja?? LOL what happened to 5sec delay?? #live",2010-06-06
42979301,7027724749,"Pennies4Life and Twitter income opportunities http://www.pennies4life.net",2009-12-25
16825673,7753672025,"The Weekly Coitus – Duff Unveils Plan To Pay Creditors:“Become ...: Many creditors are angry at the latest develop... http://bit.ly/5x8UtE",2010-01-14
118705454,16817962018,"philips avent dect baby monitor  philips-avent-ba... http://forbabyonly.net/philips-avent-baby-monitor-info-»-philips-avent-baby-monitor/",2010-06-22
67570086,7850668342,"Cute Teen Chatting Live Now in her Live chat:  Live Mature Honeys Cam Sex missjessy is a super cute brunette c.. http://tinyurl.com/yzat8qz",2010-01-16
86747039,7665335354,"There are tons of ""how to make money on Clickbank"" products out there... Maybe you've been a ""test subject""     http://bit.ly/2E6uQX",2010-01-12
99468744,12280284266,"แนะนำกานทำงานทางเน็ตสนใจดูได้ที่นี่: http://bit.ly/9DCKek via @addthis",2010-04-16
45833565,17822685407,"Its not about to the size of the boat,its about the motion in the ocean LMAO",2010-07-05
66779080,6841163005,"Xmas besiko: Building a List Ebook: Making money online is a struggle, nearly impos... http://76k.com/a/zo5671,b...http://t77.us/vmu63dqcr4",2009-12-19
146237179,15992952747,":P  What's the Best Plasma Tv? a Well-rounded Approach to Choosing the Best Flat Screen Technology hd broadcasts",2010-06-12
84705741,7268220048,"It Takes A Little Effort But It's Well Worth It - And Free Videos Show You How! http://ExpressTweets.com",2010-01-01
132224356,16745048842,"@YungRenegade_35 CHECK OUT UYA CLOTHING...SUPPORT US..FOLLOW US AS WELL!!!!!",2010-06-21
16728241,14657772990,"QuoteDaily: In America, anybody can be president. That's one of the risks you take. - Adlai Stevenson http://ow.ly/17ucev",2010-05-24
20017076,4138786586,"Novo seriado ""The Vampire Diaries"" http://bit.ly/j8sXL",2009-09-20
127714337,15815283948,"@Burnin4Batista by far one of the best looking manny pacquiao art tee http://alturl.com/seqk",2010-06-09
110566933,9554570754,"Heaven... I'm in heaven (http://bit.ly/b7XXnp)",2010-02-23
38535159,6616993916,"http://ping.fm/p/VBF67 - This palce is going insane for MAYDAY PARADE! Pictures will be up later at www.flickr.com/digitaltourbus",2009-12-12
106165803,8064494890,"Make Twitter work for you take a look at these videos http://bit.ly/6rFv3Z",2010-01-22
