771528	2007-02-13 21:54:30	2009-11-16 21:53:12	152	231	7373	6	47
780308	2007-02-19 08:29:58	2009-11-20 08:59:46	168	1004	14697	6	11
781786	2007-02-19 18:58:23	2009-11-22 16:47:59	481	955	7358	14	133
782482	2007-02-20 00:56:16	2009-11-22 16:53:29	252	3438	10974	3	24
784998	2007-02-20 18:27:18	2009-11-22 14:43:25	270	1544	17168	8	154
790949	2007-02-23 09:07:53	2009-11-29 02:41:46	360	258	1922	7	33
794785	2007-02-26 01:55:16	2009-11-24 14:42:57	9	78	164	4	37
803835	2007-03-01 11:12:17	2009-11-27 01:54:42	128	255	1657	5	40
805817	2007-03-02 03:55:58	2009-11-17 14:32:09	2248	2632	6427	9	139
805922	2007-03-02 06:16:31	2009-11-24 05:50:08	207	187	2071	12	7
808664	2007-03-03 10:57:46	2009-11-21 14:47:20	17	32	172	4	0
808851	2007-03-03 13:34:28	2009-11-12 18:59:11	725	732	2283	6	117
810719	2007-03-04 14:38:01	2009-11-12 21:04:48	269	444	8353	13	154
812035	2007-03-05 05:15:07	2009-11-16 05:31:22	392	615	4812	12	70
813512	2007-03-05 18:10:43	2009-11-27 12:18:26	1975	3364	1537	7	141
813669	2007-03-05 19:25:47	2009-11-20 00:03:00	143	623	5101	8	158
813798	2007-03-05 20:20:16	2009-11-20 07:55:00	615	890	6110	5	146
816986	2007-03-06 21:38:11	2009-11-15 10:51:52	61	101	1475	6	41
818340	2007-03-07 09:20:48	2009-11-25 18:40:40	4915	14065	13836	9	158
820251	2007-03-07 18:27:23	2009-11-16 20:45:17	129	701	4168	11	45
820394	2007-03-07 19:07:29	2009-11-19 23:55:03	875	1596	12969	11	143
820694	2007-03-07 20:59:34	2009-11-20 11:22:23	1785	8103	29999	8	75
820972	2007-03-07 23:19:46	2009-11-26 22:51:27	357	401	2001	9	74
821340	2007-03-08 04:29:42	2009-11-27 02:05:17	419	380	1957	14	56
823162	2007-03-08 15:42:37	2009-11-29 06:16:51	1458	7211	37701	9	78
823806	2007-03-08 20:01:43	2009-11-13 17:43:31	153	136	916	11	28
849591	2007-03-09 15:57:13	2009-11-25 21:31:17	246	8626	25275	8	116
859571	2007-03-09 21:18:55	2009-11-15 22:17:23	533	1974	23508	14	18
864371	2007-03-10 01:38:29	2009-11-26 22:31:25	2057	1894	3287	7	45
913721	2007-03-11 03:38:35	2009-11-22 23:14:03	68	29	3162	3	0
930581	2007-03-11 10:55:45	2009-11-16 09:05:48	803	857	1502	6	33
934071	2007-03-11 11:42:56	2009-11-25 07:22:36	1396	2281	4192	9	40
978381	2007-03-11 22:03:28	2009-11-14 11:34:27	189	168	4122	10	128
987901	2007-03-12 00:14:43	2009-11-29 12:38:16	1759	1371	8718	6	152
988491	2007-03-12 00:24:51	2009-11-23 21:12:40	2234	3827	10665	12	115
1016461	2007-03-12 10:06:20	2009-11-23 18:18:05	369	479	3267	11	34
1028821	2007-03-12 12:50:02	2009-11-25 22:21:49	731	485	1920	13	28
1035761	2007-03-12 14:37:58	2009-11-15 15:26:35	456	563	6532	8	55
1039441	2007-03-12 15:30:00	2009-11-12 15:46:42	597	562	2910	11	79
1053341	2007-03-12 18:37:20	2009-11-21 12:56:06	676	1590	16015	14	75
1069651	2007-03-13 00:13:03	2009-11-26 11:21:17	70	186	3771	8	0
1072341	2007-03-13 01:19:01	2009-11-14 07:12:51	1233	1507	13900	10	34
1095931	2007-03-13 10:57:10	2009-11-16 10:53:49	327	553	509	6	0
1097451	2007-03-13 11:17:07	2009-11-15 22:39:38	374	2722	9188	5	110
1101481	2007-03-13 12:16:04	2009-11-14 20:05:49	572	379	1548	10	159
1114011	2007-03-13 15:36:52	2009-11-27 05:42:52	87	156	1626	12	53
1114231	2007-03-13 15:41:51	2009-11-13 20:27:44	751	1173	24898	4	21
1121591	2007-03-13 17:38:54	2009-11-18 15:21:45	494	446	4204	6	17
1144181	2007-03-14 03:02:31	2009-11-25 01:59:40	659	699	2960	6	21
1145151	2007-03-14 03:39:59	2009-11-22 19:20:59	1164	583	1195	9	93
1157891	2007-03-14 09:06:01	2009-11-14 10:31:26	406	362	1072	11	101
1330201	2007-03-16 21:40:11	2009-11-25 16:45:19	356	2318	1974	15	85
1357191	2007-03-17 10:05:12	2009-11-13 03:07:54	220	1103	2603	10	112
1387211	2007-03-17 20:05:44	2009-11-21 19:28:09	219	693	2995	5	0
1393571	2007-03-17 22:38:00	2009-11-19 14:32:35	435	364	1771	8	160
1401261	2007-03-18 01:26:37	2009-11-29 02:51:39	406	1323	41436	8	52
1421521	2007-03-18 10:35:01	2009-11-18 00:59:31	316	1041	1781	8	21
1456331	2007-03-18 19:37:01	2009-11-16 21:10:46	237	116	4475	15	13
1463931	2007-03-18 21:28:46	2009-11-26 16:45:28	37	53	721	6	12
1479681	2007-03-19 02:36:10	2009-11-15 00:04:31	153	859	962	7	20
1501881	2007-03-19 08:18:32	2009-11-26 08:21:17	28883	31756	3941	8	53
1524641	2007-03-19 11:28:14	2009-11-14 00:14:35	1113	1074	17011	5	95
1551941	2007-03-19 15:51:13	2009-11-26 15:36:14	127	133	678	8	32
1565151	2007-03-19 19:23:01	2009-11-14 15:44:25	749	924	12489	9	106
1580771	2007-03-19 21:53:01	2009-11-17 00:57:09	59	181	6114	10	92
1590921	2007-03-20 00:12:50	2009-11-16 10:51:16	37	391	1473	9	9
1643931	2007-03-20 11:21:59	2009-11-16 14:35:48	121	1002	22950	15	94
1659921	2007-03-20 14:02:57	2009-11-15 13:07:58	107	200	7933	11	26
1754641	2007-03-21 09:49:39	2009-11-13 18:44:54	138	12579	31597	15	39
1765001	2007-03-21 11:22:42	2009-11-17 19:28:37	879	1179	16684	6	67
1783541	2007-03-21 14:06:45	2009-11-21 13:11:39	274	359	4227	11	121
1784651	2007-03-21 14:22:45	2009-11-25 04:28:18	171	564	2664	5	0
1834241	2007-03-21 23:15:19	2009-11-17 21:30:19	162	209	3985	8	26
1916331	2007-03-22 13:05:59	2009-11-22 07:14:10	106	414	7051	10	24
1917731	2007-03-22 13:15:18	2009-11-23 19:13:37	22332	20503	6924	7	86
1919751	2007-03-22 13:28:58	2009-11-13 04:30:48	113	94	1917	10	78
1925191	2007-03-22 14:08:44	2009-11-18 06:43:44	306	334	1568	7	100
1937751	2007-03-22 15:55:44	2009-11-17 23:55:16	642	1874	7391	10	29
2020351	2007-03-23 10:13:43	2009-11-19 23:31:10	791	6477	8073	6	132
2063921	2007-03-23 18:35:55	2009-11-21 09:33:43	314	1294	20130	8	111
2149371	2007-03-24 21:10:34	2009-11-29 07:47:46	37	51	1942	7	12
2162791	2007-03-25 02:54:04	2009-11-13 05:07:51	253	2280	28758	6	160
2192201	2007-03-25 12:50:57	2009-11-14 04:52:57	204	8338	3348	9	75
2204991	2007-03-25 15:29:08	2009-11-18 10:06:17	31	50	1013	6	27
2212031	2007-03-25 16:59:23	2009-11-22 12:09:06	46	77	2055	5	16
2269011	2007-03-26 02:38:13	2009-11-22 20:29:47	104	94	656	5	24
2276201	2007-03-26 03:56:38	2009-11-23 12:50:54	295	442	8721	12	140
2300251	2007-03-26 08:45:08	2009-11-14 05:41:24	506	1041	5421	7	42
2304641	2007-03-26 09:16:35	2009-11-20 03:58:07	91	89	420	11	43
2394771	2007-03-26 21:48:20	2009-11-14 19:44:08	229	129	2380	11	160
2400461	2007-03-26 23:01:56	2009-11-22 13:27:59	35	52	330	8	0
2505051	2007-03-27 10:09:21	2009-11-20 09:03:46	90	81	214	10	44
2558991	2007-03-27 16:07:38	2009-11-23 16:37:00	1114	1929	11672	12	155
2681441	2007-03-28 11:01:57	2009-11-18 18:13:36	467	834	12830	8	83
2711581	2007-03-28 14:40:23	2009-11-20 04:55:43	399	496	5744	8	36
2714811	2007-03-28 15:09:02	2009-11-17 06:01:15	7	131	9089	9	40
2728891	2007-03-28 16:39:26	2009-11-18 23:22:57	0	136	3210	3	0
2809821	2007-03-29 03:22:07	2009-11-15 09:19:08	1532	1568	4035	7	107
2846581	2007-03-29 09:59:22	2009-11-12 21:21:04	263	260	10707	5	104
2871341	2007-03-29 13:03:58	2009-11-16 18:01:49	76	83	2955	12	28
2889981	2007-03-29 15:32:19	2009-11-17 04:30:00	308	454	10846	7	0
2899671	2007-03-29 16:58:36	2009-11-16 16:02:19	332	527	22150	12	153
2933131	2007-03-29 23:03:35	2009-11-14 01:44:43	149	1123	14585	12	49
2986671	2007-03-30 11:07:40	2009-11-21 01:37:34	129	2005	6912	5	37
3038091	2007-03-30 23:25:34	2009-11-15 23:48:32	92	42	948	8	0
3053791	2007-03-31 05:33:03	2009-11-14 03:14:46	299	539	11934	6	131
3111701	2007-04-01 03:14:29	2009-11-13 02:48:51	290	685	6453	13	75
3132381	2007-04-01 10:31:24	2009-11-18 02:35:28	31	116	160	6	0
3242681	2007-04-02 14:37:53	2009-11-26 05:28:52	45	161	4862	10	0
3253691	2007-04-02 16:47:31	2009-11-19 10:38:29	36	48	255	10	0
3262371	2007-04-02 18:27:03	2009-11-26 20:55:03	285	351	1869	15	37
3279441	2007-04-02 22:05:13	2009-11-25 23:22:53	4581	5719	50419	7	71
3297261	2007-04-03 02:48:42	2009-11-18 15:16:00	508	936	19759	7	160
3362741	2007-04-03 16:18:19	2009-11-22 11:44:39	416	13134	8013	7	49
3366641	2007-04-03 17:14:37	2009-11-14 04:49:32	3776	5710	7385	4	91
3374861	2007-04-03 18:57:40	2009-11-26 01:24:34	206	180	1462	6	0
3397081	2007-04-04 00:50:59	2009-11-24 11:28:03	189	269	12532	8	100
3398061	2007-04-04 01:08:35	2009-11-25 20:19:35	501	849	22207	9	40
3407301	2007-04-04 04:13:33	2009-11-22 05:06:09	93	1577	2534	6	72
3447831	2007-04-04 13:27:10	2009-11-25 16:18:31	895	1074	20537	11	78
3459631	2007-04-04 15:34:46	2009-11-13 04:13:06	154	649	14132	10	140
3468931	2007-04-04 17:57:41	2009-11-26 19:27:04	157	123	4158	10	71
3488401	2007-04-04 22:56:45	2009-11-15 03:30:11	307	333	8947	8	39
3489451	2007-04-04 23:14:14	2009-11-17 22:05:33	687	782	476	12	154
3490891	2007-04-04 23:37:14	2009-11-20 00:54:22	296	608	18918	7	37
3491311	2007-04-04 23:45:38	2009-11-22 15:18:14	678	578	3950	9	0
3550071	2007-04-05 14:17:20	2009-11-19 04:35:45	126	110	3985	10	24
3557911	2007-04-05 16:02:56	2009-11-24 05:57:04	463	1355	86126	6	8
3602891	2007-04-06 03:31:58	2009-11-16 22:25:21	960	2604	26638	10	67
3605471	2007-04-06 04:14:54	2009-11-13 01:56:55	271	737	22191	12	17
3647561	2007-04-06 14:12:56	2009-11-22 23:10:23	47	48	387	7	53
3655401	2007-04-06 16:05:02	2009-11-28 20:45:00	67	52	1497	6	71
3671881	2007-04-06 21:07:41	2009-11-21 23:13:55	44	87	655	11	0
3720101	2007-04-07 11:36:52	2009-11-12 23:45:37	1371	923	1306	5	32
3763171	2007-04-08 00:28:10	2009-11-12 17:52:34	521	519	12021	7	9
3765871	2007-04-08 01:18:02	2009-11-29 07:11:55	77	1889	4596	7	21
3789291	2007-04-08 08:41:21	2009-11-16 11:00:23	1344	5874	30783	10	59
3817911	2007-04-08 15:35:56	2009-11-25 06:31:06	633	1296	102623	6	129
3828311	2007-04-08 18:18:17	2009-11-18 22:39:20	304	336	2216	6	32
3833041	2007-04-08 19:26:33	2009-11-14 20:47:56	181	370	4735	8	19
3833671	2007-04-08 19:35:15	2009-11-29 06:09:50	251	513	17210	8	39
3836781	2007-04-08 20:04:40	2009-11-13 04:22:39	661	705	4437	5	74
3841961	2007-04-08 20:59:39	2009-11-16 10:02:17	278	1487	48258	14	110
3846181	2007-04-08 21:41:40	2009-11-23 01:09:05	33	34	281	7	6
3853071	2007-04-08 22:49:20	2009-11-24 08:51:32	1436	1645	34044	6	35
3895231	2007-04-09 07:20:49	2009-11-17 06:42:41	166	502	17612	4	12
3916251	2007-04-09 10:46:47	2009-11-13 23:54:29	950	1003	6705	7	93
3925681	2007-04-09 12:25:23	2009-11-16 04:58:53	357	473	1733	13	0
3935601	2007-04-09 14:28:55	2009-11-18 21:56:42	654	2115	1498	10	60
3975731	2007-04-09 22:24:15	2009-11-19 07:50:20	212	527	12591	3	135
3989301	2007-04-10 00:58:55	2009-11-16 03:54:11	681	683	6707	6	0
3996841	2007-04-10 02:31:32	2009-11-22 00:47:48	166	281	2977	7	0
4007851	2007-04-10 04:39:48	2009-11-16 11:55:54	212	176	1039	8	42
4033821	2007-04-10 09:04:00	2009-11-29 01:52:23	183	195	9584	6	46
4053431	2007-04-10 11:48:53	2009-11-22 06:20:38	1523	1361	16831	6	91
4053671	2007-04-10 11:51:43	2009-11-15 11:05:15	1916	1279	846	13	118
4089361	2007-04-10 17:51:27	2009-11-23 05:36:22	41	216	554	14	22
4116961	2007-04-10 22:25:32	2009-11-23 06:07:19	922	964	9291	9	75
4122211	2007-04-10 23:14:38	2009-11-13 06:42:05	98	76	801	3	27
4122711	2007-04-10 23:18:28	2009-11-26 22:11:48	264	318	2519	6	0
4125691	2007-04-10 23:49:23	2009-11-17 03:27:51	2503	2399	26416	6	32
4128651	2007-04-11 00:24:47	2009-11-21 01:07:35	77	71	1909	8	63
4148811	2007-04-11 04:19:25	2009-11-20 01:51:28	1830	2198	8232	11	159
4183941	2007-04-11 09:13:09	2009-11-24 02:06:52	83	128	3282	7	18
4202781	2007-04-11 11:12:12	2009-11-19 21:31:16	375	4329	10867	4	7
4209621	2007-04-11 11:56:10	2009-11-24 22:22:09	129	202	2066	9	47
4278021	2007-04-11 20:43:03	2009-11-15 02:09:13	321	168	1574	5	18
4278261	2007-04-11 20:45:35	2009-11-18 07:00:09	935	893	50086	6	39
4285561	2007-04-11 21:44:33	2009-11-14 17:16:32	156	510	5855	8	61
4324361	2007-04-12 03:42:31	2009-11-20 04:33:56	1066	1430	4327	15	146
4395531	2007-04-12 14:17:39	2009-11-22 21:44:40	88	715	16706	5	23
4449901	2007-04-12 23:03:54	2009-11-26 08:22:49	112	927	131	7	15
4460521	2007-04-13 01:06:20	2009-11-15 21:07:35	147	164	11524	5	27
4472691	2007-04-13 03:39:19	2009-11-29 02:32:40	202	305	1098	6	60
4518221	2007-04-13 11:47:50	2009-11-25 22:56:38	124	69	113	3	0
4582231	2007-04-14 02:52:25	2009-11-27 16:14:05	80	4274	650	9	47
4591161	2007-04-14 05:48:52	2009-11-27 04:52:37	505	1459	4153	8	139
4666751	2007-04-14 23:40:38	2009-11-16 03:04:51	1979	1886	7615	6	72
4685731	2007-04-15 02:04:48	2009-11-18 21:41:34	733	488	3132	8	108
4734821	2007-04-15 05:24:00	2009-11-27 01:40:14	69	102	1761	4	0
4751011	2007-04-15 07:24:43	2009-11-15 09:05:09	227	982	11479	11	28
4757711	2007-04-15 08:40:07	2009-11-16 08:20:55	6	59	13386	10	50
4795431	2007-04-15 15:52:09	2009-11-16 19:46:05	392	602	4157	11	99
4824301	2007-04-15 22:34:46	2009-11-17 23:10:07	320	949	30260	14	96
4846681	2007-04-16 02:58:32	2009-11-17 21:51:02	31	59	1336	3	0
4880631	2007-04-16 09:16:37	2009-11-27 21:00:13	776	677	4567	15	53
4886711	2007-04-16 10:07:47	2009-11-23 00:31:35	304	253	10169	7	9
4954951	2007-04-16 23:45:43	2009-11-18 09:56:40	720	665	10463	7	74
4964701	2007-04-17 02:13:48	2009-11-18 11:57:07	165	122	1933	5	86
4982241	2007-04-17 05:44:42	2009-11-21 03:47:50	64	85	700	8	24
5023711	2007-04-17 12:54:28	2009-11-19 08:43:27	240	315	2131	12	132
5045711	2007-04-17 17:22:37	2009-11-14 04:42:55	379	283	4694	7	39
5091661	2007-04-18 03:12:07	2009-11-19 03:29:27	1119	3950	7559	12	159
5118831	2007-04-18 08:43:15	2009-11-20 08:54:59	12	18	657	10	0
5134611	2007-04-18 11:14:59	2009-11-18 23:12:32	8	4	646	5	12
5139931	2007-04-18 12:24:25	2009-11-27 08:36:17	416	876	7646	6	141
5141351	2007-04-18 12:46:26	2009-11-20 19:46:14	47	77	5693	7	8
5187721	2007-04-18 23:36:07	2009-11-24 20:59:10	929	921	58400	3	108
5191161	2007-04-19 00:25:27	2009-11-16 20:41:53	206	241	1207	6	34
5201111	2007-04-19 02:50:31	2009-11-19 02:24:04	113	153	9573	9	0
5209331	2007-04-19 04:53:49	2009-11-20 07:35:22	210	118	587	3	102
5227861	2007-04-19 08:32:11	2009-11-27 04:44:56	101	94	1719	10	159
5244591	2007-04-19 11:20:33	2009-11-18 05:12:33	486	858	17087	7	22
5263621	2007-04-19 15:24:04	2009-11-21 00:49:06	182	190	1943	6	55
5328932	2007-04-20 09:28:10	2009-11-15 07:59:59	68	83	2445	8	54
5349212	2007-04-20 13:43:34	2009-11-13 16:10:48	237	560	19601	14	158
5379892	2007-04-21 09:05:15	2009-11-28 23:35:17	162	132	1331	8	13
5389302	2007-04-21 20:16:01	2009-11-26 20:17:07	92	120	1029	14	121
5399062	2007-04-22 07:36:01	2009-11-21 23:39:53	46	67	813	5	11
5402962	2007-04-22 09:54:08	2009-11-23 07:16:17	184	221	1532	7	125
5417072	2007-04-22 20:44:38	2009-11-13 09:11:18	223	64	289	6	0
5425682	2007-04-23 03:09:20	2009-11-18 04:14:53	20	89	6468	6	9
5427932	2007-04-23 05:09:20	2009-11-19 04:01:09	56	126	4910	6	0
5429672	2007-04-23 06:42:06	2009-11-21 06:15:03	124	190	8997	3	21
5429772	2007-04-23 06:47:02	2009-11-18 16:57:09	1991	2140	53203	8	47
5460902	2007-04-24 05:58:28	2009-11-13 06:19:30	158	450	4923	7	62
5482092	2007-04-24 19:08:16	2009-11-29 07:12:36	112	2327	5731	5	14
5486552	2007-04-24 22:48:54	2009-11-13 03:17:13	546	492	4308	6	124
5487312	2007-04-24 23:28:31	2009-11-14 03:39:27	307	293	11106	5	16
5490362	2007-04-25 02:25:10	2009-11-13 07:28:30	20	34	740	8	12
5499142	2007-04-25 09:35:27	2009-11-20 13:17:55	797	1036	4509	12	150
5500602	2007-04-25 10:24:59	2009-11-21 21:17:58	289	316	26164	7	53
5509072	2007-04-25 16:28:08	2009-11-20 17:56:12	120	225	2679	8	70
5509342	2007-04-25 16:40:16	2009-11-21 18:55:10	40	57	207	7	81
5513162	2007-04-25 20:20:39	2009-11-18 03:29:20	115	137	5877	4	11
5513932	2007-04-25 20:51:06	2009-11-14 00:28:24	418	784	9183	3	39
5525392	2007-04-26 06:54:44	2009-11-27 18:12:26	391	770	5558	5	24
5531742	2007-04-26 10:59:37	2009-11-25 16:18:00	203	317	3914	10	11
5532382	2007-04-26 11:30:32	2009-11-13 17:57:41	315	276	6284	7	113
5536782	2007-04-26 14:33:12	2009-11-23 01:01:11	4	2698	36750	8	0
5545012	2007-04-26 23:34:48	2009-11-27 04:11:11	5816	6173	7063	10	116
5545702	2007-04-27 00:28:20	2009-11-15 08:26:31	610	357	2797	6	42
5550822	2007-04-27 06:20:38	2009-11-18 08:02:14	277	346	1554	9	36
5577562	2007-04-27 23:59:44	2009-11-27 19:32:17	1530	1621	13367	6	10
5578132	2007-04-28 00:34:22	2009-11-23 17:28:43	62	185	7595	7	31
5585092	2007-04-28 06:18:26	2009-11-21 20:09:00	58	267	11482	6	14
5588942	2007-04-28 07:05:59	2009-11-23 01:19:06	1019	839	15127	4	146
5594012	2007-04-28 08:27:02	2009-11-21 06:41:18	19	15	65	7	0
5610822	2007-04-28 14:44:11	2009-11-19 23:14:12	210	476	3656	8	91
5627462	2007-04-29 04:04:17	2009-11-19 04:54:49	416	418	24597	7	125
5641112	2007-04-29 20:08:18	2009-11-15 03:34:04	1992	2120	57491	4	33
5641272	2007-04-29 20:26:01	2009-11-13 10:10:18	396	439	2612	8	30
5644032	2007-04-29 22:55:50	2009-11-15 12:45:10	373	355	12743	7	60
5647512	2007-04-30 03:45:02	2009-11-23 04:50:20	27	54	134	4	0
5653012	2007-04-30 08:22:27	2009-11-19 03:13:21	117	1342	4114	9	35
5656352	2007-04-30 10:12:44	2009-11-26 06:27:36	82	107	2589	6	60
5663072	2007-04-30 14:07:32	2009-11-20 07:41:02	67	76	1503	7	6
5663862	2007-04-30 14:49:15	2009-11-26 01:36:33	438	539	1527	7	8
5664172	2007-04-30 15:01:39	2009-11-14 02:01:56	485	271	1659	15	0
5665282	2007-04-30 15:43:44	2009-11-22 20:19:25	198	493	8941	6	46
5671412	2007-04-30 20:57:03	2009-11-15 02:49:09	91	113	3366	6	44
5684902	2007-05-01 08:26:55	2009-11-25 23:06:54	220	267	9879	8	41
5697432	2007-05-01 18:15:57	2009-11-27 12:27:41	49	45	242	12	11
5728412	2007-05-02 20:36:11	2009-11-25 04:38:28	69	108	7126	14	37
5729002	2007-05-02 21:10:08	2009-11-16 01:17:38	13	147	1494	8	16
5729562	2007-05-02 21:40:34	2009-11-20 06:53:07	302	836	12968	14	57
5734332	2007-05-03 03:11:11	2009-11-23 03:20:38	26	98	258	13	0
5738922	2007-05-03 07:54:14	2009-11-26 04:52:54	473	308	3674	5	23
5740652	2007-05-03 09:09:26	2009-11-22 14:11:18	1266	1427	12721	13	155
5744412	2007-05-03 11:08:03	2009-11-29 01:32:18	662	529	8894	9	125
5745962	2007-05-03 12:13:48	2009-11-16 03:53:35	72	97	356	8	0
5748172	2007-05-03 13:42:23	2009-11-13 01:21:21	71	149	171	7	31
5753182	2007-05-03 18:11:24	2009-11-16 08:59:47	195	976	781	7	33
5764612	2007-05-04 07:15:59	2009-11-25 13:19:46	91	341	381	9	76
5765312	2007-05-04 08:02:09	2009-11-15 05:55:58	450	404	15239	8	12
5768612	2007-05-04 10:23:14	2009-11-25 06:21:58	223	780	953	9	0
5777162	2007-05-04 17:46:01	2009-11-15 12:52:19	308	378	5652	11	27
5787782	2007-05-05 07:22:54	2009-11-22 17:18:21	6213	6135	3974	9	72
5797332	2007-05-05 19:10:11	2009-11-26 16:38:41	330	491	3581	6	73
5801992	2007-05-06 00:55:02	2009-11-20 10:49:57	525	830	8904	10	53
5804942	2007-05-06 04:56:08	2009-11-16 05:28:13	462	4352	15148	7	74
5806522	2007-05-06 06:41:27	2009-11-20 05:47:17	526	575	610	7	44
5827042	2007-05-07 03:35:53	2009-11-21 08:19:42	38	50	1137	11	41
5828452	2007-05-07 04:51:23	2009-11-17 07:27:17	144	179	2857	6	9
5846312	2007-05-07 17:57:14	2009-11-16 07:52:35	323	516	7325	7	104
5847982	2007-05-07 19:15:09	2009-11-13 07:16:40	166	578	8435	7	76
5849872	2007-05-07 20:41:00	2009-11-14 08:07:06	163	222	15105	7	83
5864942	2007-05-08 09:31:37	2009-11-23 03:08:36	143	140	2916	8	22
5867462	2007-05-08 10:49:25	2009-11-25 00:48:23	392	396	11025	8	156
5869912	2007-05-08 12:18:37	2009-11-20 07:07:22	129	200	6462	6	42
5891862	2007-05-09 03:25:48	2009-11-18 00:13:03	50	46	87	8	0
5912112	2007-05-09 16:35:52	2009-11-28 22:44:40	96	6842	13887	4	56
